scenario_id,well_id,pad_id,current_lift_mode,before_liquid_rate_m3d,before_gas_rate_e3m3d,before_watercut_pct,before_tubing_pressure_kpa,before_casing_pressure_kpa,before_line_pressure_kpa,before_production_volatility,before_arrival_reliability_pct,before_missed_arrivals_7d,current_gas_injection_e3m3d,current_afterflow_min,current_close_time_min,days_since_last_change,data_quality_score,downtime_flag,facility_constraint_flag,high_watercut_regime,liquid_loading_risk_score,event_quality_label,candidate_delta_gas_e3m3d,candidate_delta_afterflow_min,candidate_delta_close_time_min,candidate_note
SCEN_001,WELL_09,PAD_3,gas_assisted_plunger,29.06,41.82,64.7,2845,4443,1275,1.206,82.1,0,38.7,44.1,112.1,1,0.985,0,0,0,0.742,clean,-8,0,0,synthetic candidate action; no target provided
SCEN_053,WELL_05,PAD_2,gas_assisted_plunger,27.08,33.27,56.8,1758,3278,977,1.369,68.7,3,0,54.3,109,25,1,0,0,0,0.966,low_quality,8,0,0,synthetic candidate action; no target provided
SCEN_054,WELL_05,PAD_2,gas_assisted_plunger,27.08,33.27,56.8,1758,3278,977,1.369,68.7,3,0,54.3,109,25,1,0,0,0,0.966,low_quality,8,0,-10,synthetic candidate action; no target provided
SCEN_055,WELL_05,PAD_2,gas_assisted_plunger,27.08,33.27,56.8,1758,3278,977,1.369,68.7,3,0,54.3,109,25,1,0,0,0,0.966,low_quality,8,8,0,synthetic candidate action; no target provided
SCEN_056,WELL_05,PAD_2,gas_assisted_plunger,27.08,33.27,56.8,1758,3278,977,1.369,68.7,3,0,54.3,109,25,1,0,0,0,0.966,low_quality,8,8,-10,synthetic candidate action; no target provided
SCEN_057,WELL_05,PAD_2,gas_assisted_plunger,27.08,33.27,56.8,1758,3278,977,1.369,68.7,3,0,54.3,109,25,1,0,0,0,0.966,low_quality,14,0,0,synthetic candidate action; no target provided
SCEN_058,WELL_05,PAD_2,gas_assisted_plunger,27.08,33.27,56.8,1758,3278,977,1.369,68.7,3,0,54.3,109,25,1,0,0,0,0.966,low_quality,14,0,-10,synthetic candidate action; no target provided
SCEN_059,WELL_05,PAD_2,gas_assisted_plunger,27.08,33.27,56.8,1758,3278,977,1.369,68.7,3,0,54.3,109,25,1,0,0,0,0.966,low_quality,14,8,0,synthetic candidate action; no target provided
SCEN_060,WELL_05,PAD_2,gas_assisted_plunger,27.08,33.27,56.8,1758,3278,977,1.369,68.7,3,0,54.3,109,25,1,0,0,0,0.966,low_quality,14,8,-10,synthetic candidate action; no target provided
SCEN_061,WELL_12,PAD_4,gas_assisted_plunger,9.09,80.3,69.3,2774,4314,1180,1.673,69.3,2,31.51,42,92.6,9,0.852,0,0,0,1,clean,-8,0,0,synthetic candidate action; no target provided
SCEN_062,WELL_12,PAD_4,gas_assisted_plunger,9.09,80.3,69.3,2774,4314,1180,1.673,69.3,2,31.51,42,92.6,9,0.852,0,0,0,1,clean,-4,0,0,synthetic candidate action; no target provided
SCEN_063,WELL_12,PAD_4,gas_assisted_plunger,9.09,80.3,69.3,2774,4314,1180,1.673,69.3,2,31.51,42,92.6,9,0.852,0,0,0,1,clean,0,0,0,synthetic candidate action; no target provided
SCEN_064,WELL_12,PAD_4,gas_assisted_plunger,9.09,80.3,69.3,2774,4314,1180,1.673,69.3,2,31.51,42,92.6,9,0.852,0,0,0,1,clean,0,0,-10,synthetic candidate action; no target provided
SCEN_065,WELL_12,PAD_4,gas_assisted_plunger,9.09,80.3,69.3,2774,4314,1180,1.673,69.3,2,31.51,42,92.6,9,0.852,0,0,0,1,clean,0,8,0,synthetic candidate action; no target provided
SCEN_066,WELL_12,PAD_4,gas_assisted_plunger,9.09,80.3,69.3,2774,4314,1180,1.673,69.3,2,31.51,42,92.6,9,0.852,0,0,0,1,clean,0,8,-10,synthetic candidate action; no target provided
SCEN_067,WELL_12,PAD_4,gas_assisted_plunger,9.09,80.3,69.3,2774,4314,1180,1.673,69.3,2,31.51,42,92.6,9,0.852,0,0,0,1,clean,4,0,0,synthetic candidate action; no target provided
SCEN_068,WELL_12,PAD_4,gas_assisted_plunger,9.09,80.3,69.3,2774,4314,1180,1.673,69.3,2,31.51,42,92.6,9,0.852,0,0,0,1,clean,4,0,-10,synthetic candidate action; no target provided
SCEN_069,WELL_12,PAD_4,gas_assisted_plunger,9.09,80.3,69.3,2774,4314,1180,1.673,69.3,2,31.51,42,92.6,9,0.852,0,0,0,1,clean,4,8,0,synthetic candidate action; no target provided
SCEN_070,WELL_12,PAD_4,gas_assisted_plunger,9.09,80.3,69.3,2774,4314,1180,1.673,69.3,2,31.51,42,92.6,9,0.852,0,0,0,1,clean,4,8,-10,synthetic candidate action; no target provided
SCEN_071,WELL_12,PAD_4,gas_assisted_plunger,9.09,80.3,69.3,2774,4314,1180,1.673,69.3,2,31.51,42,92.6,9,0.852,0,0,0,1,clean,8,0,0,synthetic candidate action; no target provided
SCEN_072,WELL_12,PAD_4,gas_assisted_plunger,9.09,80.3,69.3,2774,4314,1180,1.673,69.3,2,31.51,42,92.6,9,0.852,0,0,0,1,clean,8,0,-10,synthetic candidate action; no target provided
SCEN_073,WELL_12,PAD_4,gas_assisted_plunger,9.09,80.3,69.3,2774,4314,1180,1.673,69.3,2,31.51,42,92.6,9,0.852,0,0,0,1,clean,8,8,0,synthetic candidate action; no target provided
SCEN_074,WELL_12,PAD_4,gas_assisted_plunger,9.09,80.3,69.3,2774,4314,1180,1.673,69.3,2,31.51,42,92.6,9,0.852,0,0,0,1,clean,8,8,-10,synthetic candidate action; no target provided
SCEN_075,WELL_12,PAD_4,gas_assisted_plunger,9.09,80.3,69.3,2774,4314,1180,1.673,69.3,2,31.51,42,92.6,9,0.852,0,0,0,1,clean,14,0,0,synthetic candidate action; no target provided
SCEN_076,WELL_12,PAD_4,gas_assisted_plunger,9.09,80.3,69.3,2774,4314,1180,1.673,69.3,2,31.51,42,92.6,9,0.852,0,0,0,1,clean,14,0,-10,synthetic candidate action; no target provided
SCEN_077,WELL_12,PAD_4,gas_assisted_plunger,9.09,80.3,69.3,2774,4314,1180,1.673,69.3,2,31.51,42,92.6,9,0.852,0,0,0,1,clean,14,8,0,synthetic candidate action; no target provided
SCEN_078,WELL_12,PAD_4,gas_assisted_plunger,9.09,80.3,69.3,2774,4314,1180,1.673,69.3,2,31.51,42,92.6,9,0.852,0,0,0,1,clean,14,8,-10,synthetic candidate action; no target provided
SCEN_079,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497,4764,1150,1.499,59.8,2,61.08,30.2,89.7,34,0.746,0,0,1,1,clean,-8,0,0,synthetic candidate action; no target provided
SCEN_080,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497,4764,1150,1.499,59.8,2,61.08,30.2,89.7,34,0.746,0,0,1,1,clean,-4,0,0,synthetic candidate action; no target provided
SCEN_081,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497,4764,1150,1.499,59.8,2,61.08,30.2,89.7,34,0.746,0,0,1,1,clean,0,0,0,synthetic candidate action; no target provided
SCEN_082,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497,4764,1150,1.499,59.8,2,61.08,30.2,89.7,34,0.746,0,0,1,1,clean,0,0,-10,synthetic candidate action; no target provided
SCEN_083,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497,4764,1150,1.499,59.8,2,61.08,30.2,89.7,34,0.746,0,0,1,1,clean,0,8,0,synthetic candidate action; no target provided
SCEN_084,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497,4764,1150,1.499,59.8,2,61.08,30.2,89.7,34,0.746,0,0,1,1,clean,0,8,-10,synthetic candidate action; no target provided
SCEN_085,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497,4764,1150,1.499,59.8,2,61.08,30.2,89.7,34,0.746,0,0,1,1,clean,4,0,0,synthetic candidate action; no target provided
SCEN_086,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497,4764,1150,1.499,59.8,2,61.08,30.2,89.7,34,0.746,0,0,1,1,clean,4,0,-10,synthetic candidate action; no target provided
SCEN_087,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497,4764,1150,1.499,59.8,2,61.08,30.2,89.7,34,0.746,0,0,1,1,clean,4,8,0,synthetic candidate action; no target provided
SCEN_088,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497,4764,1150,1.499,59.8,2,61.08,30.2,89.7,34,0.746,0,0,1,1,clean,4,8,-10,synthetic candidate action; no target provided
SCEN_089,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497,4764,1150,1.499,59.8,2,61.08,30.2,89.7,34,0.746,0,0,1,1,clean,8,0,0,synthetic candidate action; no target provided
SCEN_090,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497,4764,1150,1.499,59.8,2,61.08,30.2,89.7,34,0.746,0,0,1,1,clean,8,0,-10,synthetic candidate action; no target provided
SCEN_091,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497,4764,1150,1.499,59.8,2,61.08,30.2,89.7,34,0.746,0,0,1,1,clean,8,8,0,synthetic candidate action; no target provided
SCEN_092,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497,4764,1150,1.499,59.8,2,61.08,30.2,89.7,34,0.746,0,0,1,1,clean,8,8,-10,synthetic candidate action; no target provided
SCEN_093,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497,4764,1150,1.499,59.8,2,61.08,30.2,89.7,34,0.746,0,0,1,1,clean,14,0,0,synthetic candidate action; no target provided
SCEN_094,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497,4764,1150,1.499,59.8,2,61.08,30.2,89.7,34,0.746,0,0,1,1,clean,14,0,-10,synthetic candidate action; no target provided
SCEN_095,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497,4764,1150,1.499,59.8,2,61.08,30.2,89.7,34,0.746,0,0,1,1,clean,14,8,0,synthetic candidate action; no target provided
SCEN_096,WELL_06,PAD_2,plunger_dominant,34.52,51.33,81.4,2497,4764,1150,1.499,59.8,2,61.08,30.2,89.7,34,0.746,0,0,1,1,clean,14,8,-10,synthetic candidate action; no target provided
SCEN_097,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724,3797,1068,1.311,69.2,3,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,-8,0,0,synthetic candidate action; no target provided
SCEN_098,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724,3797,1068,1.311,69.2,3,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,-4,0,0,synthetic candidate action; no target provided
SCEN_099,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724,3797,1068,1.311,69.2,3,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,0,0,0,synthetic candidate action; no target provided
SCEN_100,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724,3797,1068,1.311,69.2,3,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,0,0,-10,synthetic candidate action; no target provided
SCEN_101,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724,3797,1068,1.311,69.2,3,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,0,8,0,synthetic candidate action; no target provided
SCEN_102,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724,3797,1068,1.311,69.2,3,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,0,8,-10,synthetic candidate action; no target provided
SCEN_103,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724,3797,1068,1.311,69.2,3,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,4,0,0,synthetic candidate action; no target provided
SCEN_104,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724,3797,1068,1.311,69.2,3,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,4,0,-10,synthetic candidate action; no target provided
SCEN_105,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724,3797,1068,1.311,69.2,3,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,4,8,0,synthetic candidate action; no target provided
SCEN_106,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724,3797,1068,1.311,69.2,3,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,4,8,-10,synthetic candidate action; no target provided
SCEN_107,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724,3797,1068,1.311,69.2,3,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,8,0,0,synthetic candidate action; no target provided
SCEN_108,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724,3797,1068,1.311,69.2,3,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,8,0,-10,synthetic candidate action; no target provided
SCEN_109,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724,3797,1068,1.311,69.2,3,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,8,8,0,synthetic candidate action; no target provided
SCEN_110,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724,3797,1068,1.311,69.2,3,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,8,8,-10,synthetic candidate action; no target provided
SCEN_111,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724,3797,1068,1.311,69.2,3,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,14,0,0,synthetic candidate action; no target provided
SCEN_112,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724,3797,1068,1.311,69.2,3,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,14,0,-10,synthetic candidate action; no target provided
SCEN_113,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724,3797,1068,1.311,69.2,3,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,14,8,0,synthetic candidate action; no target provided
SCEN_114,WELL_08,PAD_3,gas_assisted_plunger,16.32,48.93,41.1,2724,3797,1068,1.311,69.2,3,23.47,45.1,112.2,1,0.798,0,0,0,0.866,clean,14,8,-10,synthetic candidate action; no target provided
SCEN_115,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142,4683,765,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,-8,0,0,synthetic candidate action; no target provided
SCEN_116,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142,4683,765,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,-4,0,0,synthetic candidate action; no target provided
SCEN_117,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142,4683,765,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,0,0,0,synthetic candidate action; no target provided
SCEN_118,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142,4683,765,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,0,0,-10,synthetic candidate action; no target provided
SCEN_119,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142,4683,765,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,0,8,0,synthetic candidate action; no target provided
SCEN_120,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142,4683,765,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,0,8,-10,synthetic candidate action; no target provided
SCEN_121,WELL_07,PAD_3,gas_assisted_plunger,24.94,28.91,56.7,2142,4683,765,0.997,82.3,,23.14,53.8,92.7,21,0.893,0,0,0,0.688,clean,4,0,0,synthetic candidate action; no target provided
